epoch,capsnet_acc,capsnet_loss,decoder_loss,loss,val_capsnet_acc,val_capsnet_loss,val_decoder_loss,val_loss
26,0.9985333347320556,0.002062754065597498,0.015190697667809824,0.008017507385617743,0.9955000042915344,0.0042221608743420805,0.01990873221307993,0.012026383667252958
27,0.998583334684372,0.0020443428747300156,0.015035378434695303,0.007938211052678525,0.995600004196167,0.003931548601403847,0.019640389075502755,0.011630580900236965
28,0.9986833345890045,0.0019031671940623104,0.014919956366841992,0.007751789939745019,0.9955000042915344,0.00394933689471145,0.0195390216819942,0.01160863321274519
29,0.9989166676998138,0.0017521850893414618,0.014797440453742941,0.007552781597090264,0.9961000031232834,0.003932882986730419,0.01945129720494151,0.01155779130756855
30,0.9989000010490418,0.0017530505241059775,0.014726850488223135,0.007525975773266206,0.9963000035285949,0.0038314023685370557,0.019301235396414994,0.011397486431524157
31,0.9989666676521302,0.0016904804874866386,0.014643294798831145,0.0074306519011346,0.9960000038146972,0.003946673304726573,0.019286697739735247,0.011507058590650559
32,0.9990500009059906,0.0016380105250573252,0.014606849681586027,0.007363895448700836,0.9959000039100647,0.0037800561397955336,0.01923546805046499,0.011320359404198826
33,0.999116667509079,0.001558099393265972,0.014511100609476368,0.007246450666959087,0.9962000036239624,0.0039258588561460785,0.01903473217971623,0.011387473661452532
34,0.998933334350586,0.001531606166693867,0.014448883606431385,0.007195568405246983,0.9958000034093857,0.004031349194870018,0.01904926184564829,0.011498659667558968
35,0.9990166676044464,0.0015058821784835648,0.014413907298197349,0.007156133685105791,0.9961000037193298,0.003895398412673785,0.018965206667780878,0.011329759270884096
36,0.9990166676044464,0.001506027698096659,0.014340997406591971,0.007127698542705427,0.9961000037193298,0.003889033378879958,0.01893830306828022,0.011312847975641489
37,0.9992333340644837,0.0013993158832393722,0.014297856893390417,0.007004075652609269,0.9958000040054321,0.003887797729692011,0.018893383629620075,0.011294003850780427
38,0.9991833341121673,0.0013484329196702068,0.014268981483764947,0.006941873510368168,0.9958000040054321,0.0039055793055104006,0.018858261927962302,0.01129801781848073
39,0.9992000007629395,0.001342123952338928,0.014234011988155543,0.006921856513557334,0.9961000031232834,0.0038179349970960176,0.018817412732169032,0.011194360652007162
40,0.9991833341121673,0.0013280294405133947,0.01420314928671966,0.006895663819741458,0.9961000037193298,0.003890544352565257,0.018777265623211862,0.011251232270151377
41,0.9991666674613953,0.0013352480221510631,0.014161061265816292,0.006886383891881754,0.9958000040054321,0.003989872878305505,0.01874132452532649,0.011336471899412573
42,0.9992833340167999,0.001273357759458425,0.014134667764107387,0.006814147384526829,0.9960000038146972,0.003783964369365549,0.018699579685926438,0.011114199436269701
43,0.9992500007152557,0.0012779266941712801,0.014104267832202215,0.006806799533466498,0.9960000038146972,0.0038366461068028456,0.01868013403378427,0.011159258433617652
44,0.9993000006675721,0.0012381752812143532,0.014116905483727654,0.00677200209038953,0.9957000041007995,0.0038755940866667515,0.018658814672380685,0.011189849204383791
45,0.9992500007152557,0.001230515310799092,0.014068736031961938,0.006745459685722987,0.9959000039100647,0.003905591914203086,0.0186558323353529,0.011218677973374724
46,0.9992500007152557,0.0012094713446640527,0.014051874148038527,0.006717805862426758,0.9959000039100647,0.003846065312285418,0.01863207798451185,0.011149839661084116
47,0.9993500006198883,0.0011649254461796469,0.014055533089364568,0.00667469427222386,0.9958000040054321,0.003825597527385387,0.01860662895254791,0.01111939589958638
48,0.9991666674613953,0.0012532785000985314,0.014037005039863288,0.006755784313039233,0.9959000039100647,0.0038250158135849687,0.01858698741532862,0.011111114732921123
49,0.9991666674613953,0.0012164079689834276,0.014025189041470487,0.006714281939590971,0.9957000041007995,0.0038017759808312234,0.018572101593017577,0.011082039582543075
