epoch,capsnet_acc,capsnet_loss,decoder_loss,loss,val_capsnet_acc,val_capsnet_loss,val_decoder_loss,val_loss
0,0.6712751663571236,0.2762637744413926,0.15827281223047499,0.33830671512440547,0.8942590159313064,0.10033734178590838,0.13117639736355705,0.1517584883124233
1,0.879561799950109,0.11157704761333304,0.1195656028894481,0.15844676261692006,0.9158878549237117,0.08086846367977013,0.1103204794337498,0.12411409013659677
2,0.8999260702283162,0.09087788926438624,0.1023436049115226,0.13099658139306888,0.9225634175722048,0.07296298316944744,0.0977808926030695,0.11129309249934909
3,0.9154513071554228,0.07869342961916,0.08994322944808306,0.11395117449010522,0.9348464649573506,0.06258013974303238,0.09146970215045881,0.09843626228448386
4,0.9216345222705041,0.07147006414792127,0.08347974590978696,0.1041941236627223,0.935113490105312,0.061015958013696886,0.08615107325033766,0.0947871773997359
5,0.9290946992633083,0.06457741963353815,0.07771840986154582,0.09504303544703667,0.9436582132716363,0.0555456864817916,0.08259041373616703,0.08792112867170086
6,0.9334632702568894,0.059847665234716185,0.0736037747916559,0.08870034432523762,0.9431241697399256,0.05412686803192895,0.07928496773276374,0.08520657543306835
7,0.9340009457346043,0.057344522360984945,0.07053756251930189,0.08499524594094374,0.9452603524612967,0.050819236163462754,0.07656529726826142,0.08083283227777609
8,0.9392432303300139,0.05324012217954952,0.0677714366872662,0.07980652437013631,0.9431241686258202,0.051377860846642025,0.07606791487045696,0.08119648286155133
9,0.9427380891238516,0.05136041867917476,0.0657903600211978,0.07715023909435373,0.9447263014491633,0.05155366087687986,0.07513016809489284,0.08100468580808753
10,0.948182001098028,0.04788428691516072,0.0637363860167934,0.07286894980922438,0.9457943912182695,0.04895412979600267,0.07158156876291866,0.07701410337267953
11,0.948854090597963,0.04670499569796949,0.06242545148952008,0.07117577231641786,0.948197596381917,0.04657779104301385,0.06993153184970645,0.07399095069661796
