epoch,capsnet_acc,capsnet_loss,decoder_loss,loss,val_capsnet_acc,val_capsnet_loss,val_decoder_loss,val_loss
12,0.9525505761776859,0.04346341828462802,0.06048747470713934,0.06717450776508525,0.9495327131293008,0.04720322837001173,0.06927194864114869,0.07435783136073992
13,0.9555077689919342,0.041857063018426004,0.05942887343129281,0.06515318061949882,0.9489986655390629,0.04527380504957506,0.06795437140601658,0.07191191778800517
14,0.9578600740094636,0.0400819229005253,0.05832416672562269,0.06294499560554659,0.9489986668919053,0.04506574728798484,0.06739420351262723,0.07148427447585143
15,0.9571879866326862,0.039298324540715135,0.057477103740675925,0.061829348500677554,0.9511348496132763,0.0449127753890643,0.06585490472803765,0.07072789738270564
16,0.9613549340090947,0.03645891763715063,0.05605420553336317,0.0584321656266931,0.9516688960894086,0.04282505215905378,0.06507567918109639,0.06833471836290946
17,0.9611533043068722,0.036689050466706535,0.05569083923795057,0.058519859122810554,0.9519359164626321,0.04264572846177264,0.0645770262752738,0.06795992176029807
18,0.9637744522269386,0.03444033479968365,0.05480744219528739,0.055924851611838466,0.9522029389049087,0.04344683723929568,0.0636298287416173,0.06838972915277303
19,0.9661267612504257,0.03362035239706862,0.05417460455270703,0.054856796728718606,0.9532710302655942,0.04213495592329308,0.06279175219751487,0.06674932248800873
20,0.9670676876119135,0.03265406336007918,0.05364677538179295,0.05368359876774445,0.951668895373198,0.04214211857724731,0.06272630538239339,0.06673082909254588
21,0.9669332664991485,0.03196880107147013,0.053198040662389326,0.05282243243537248,0.9535380515937653,0.041398683356466855,0.06233008020869562,0.06583207416956192
22,0.9686806990988305,0.03125857524996932,0.05285650693564672,0.05197832552173204,0.9516688956119349,0.041886557759008354,0.0623308812107677,0.06632026264043613
23,0.971234637151539,0.0293185025597782,0.05248489064548844,0.04989257918211215,0.9532710291514886,0.041036152538255315,0.061622729000246255,0.06519226183759196
24,0.9701592954899309,0.029617540350531737,0.05191759141245287,0.04996923556344404,0.9511348491358025,0.04175094478279949,0.061150066246177866,0.06572176954735105
25,0.9702264998370789,0.02942631347214445,0.05169179293111901,0.04968949603981545,0.9530040098923708,0.04099536154951368,0.061005572063502704,0.06490954525957757
26,0.9721083458620932,0.02829746719041902,0.051529041120584824,0.04849685081888234,0.9538050753888841,0.040392468366349174,0.06044137463948437,0.06408548722160515
27,0.9746622853889942,0.027296702325483292,0.05119162931000764,0.04736382062191067,0.9527369858585149,0.04033090801379868,0.060363286312853544,0.06399331540267203
28,0.9738557790666749,0.027219050214665017,0.051080591715253865,0.0472426415966943,0.9538050772192004,0.03973363423956252,0.06015232428709401,0.06331334470986365
29,0.9743934480146789,0.02692884285376252,0.050667502483015894,0.04679050326489562,0.9527369840281987,0.04059122403827465,0.06009752286451363,0.06414945170939844
30,0.9739229897031766,0.026946334777971623,0.05047350006268281,0.04673194603685154,0.9556742343151362,0.039931649742560964,0.059897980773361406,0.06341165752810375
31,0.9748639118544028,0.02610340991879741,0.050359615013909696,0.04584437848450404,0.954873163805148,0.03965546734362482,0.05977413538738946,0.063086927842314
32,0.9751327472698048,0.026244927850415514,0.05019625755690048,0.04592186039832821,0.9548731649192536,0.039798362262656435,0.059723700959986456,0.06321005284467908
33,0.9793669043613447,0.02420347705180486,0.0499220034006791,0.043772901945360425,0.9524699629387645,0.03964596439665245,0.05953363445059002,0.06298314834707411
34,0.9751327480709964,0.026162317917386855,0.05021400990766923,0.04584620928980064,0.9535380529466077,0.03938755207509797,0.05956656991122403,0.06273764694166756
35,0.9760064624660045,0.0246231927168318,0.04982358608346039,0.04415403776883806,0.9543391189205949,0.03978128479582286,0.05939143236592233,0.06306272607858732
36,0.9783587687694463,0.024472301623955698,0.04954533204030699,0.043894071132195026,0.9540720975924238,0.0394216371583286,0.05927032549605669,0.06265560398313487
37,0.9774178490979079,0.024997764899154985,0.04974574150227276,0.044498095080437734,0.9540720980698977,0.03929194780651017,0.05922693372747608,0.06250890557255064
38,0.9776866823140392,0.024483062537846823,0.049606656559901784,0.04392887132572939,0.9546061440685563,0.03922976904582277,0.05916082005057539,0.06242080977825679
39,0.9781571463941205,0.02435380657375564,0.04975241827079666,0.043856754114358,0.9543391218650166,0.03917870269677986,0.0590877593687682,0.062341103665978316
40,0.9778211003422168,0.024030749194894365,0.0495127209844857,0.043439735364842635,0.9543391218650166,0.03914498319931438,0.05895807686571445,0.06225654826025778
41,0.9801062003716449,0.024006877996473632,0.049449319213075944,0.0433910107963031,0.9548731665108328,0.039153274571465876,0.05892645205073904,0.062252443258927884
42,0.9782915640978157,0.02409836785784311,0.049358560288264484,0.04344692311680752,0.9540720991840032,0.03908281617155062,0.05892781051340822,0.06218251745118318
43,0.9790980678202684,0.02362925639764497,0.049713288738865935,0.043116865280653345,0.9554072118728597,0.03889662827127607,0.058861108141166664,0.061970181554277366
44,0.9784259800469013,0.023543949498654702,0.049228527714439564,0.042841531937701925,0.953271030504331,0.03922507718941557,0.058880727200984,0.06230632148096176
45,0.9803078262321538,0.022925735184947477,0.048876867589340296,0.042085466612866745,0.9551401894305831,0.039224472061018444,0.058810173967810915,0.06227806021517841
46,0.9786948154182378,0.023723853072381257,0.04941490436888797,0.043094494927433426,0.9551401894305831,0.038992267589424257,0.05873874852928682,0.06201785625777989
47,0.9785603992728602,0.023538196880413694,0.049365955807723794,0.04288965082371281,0.9554072132257021,0.03916300439309373,0.058834242232850144,0.062226026633552936
48,0.9803750377900258,0.02345097062943908,0.04895219910406395,0.04264023205674386,0.9548731667495697,0.038980765240851326,0.05874117601100848,0.06200730641470732
49,0.9794341141125297,0.022857754528136917,0.04937158347175634,0.042211414843655475,0.9551401891918463,0.039093903162689486,0.05872727160121952,0.06211499324707546
