epoch,capsnet_acc,capsnet_loss,decoder_loss,loss,val_capsnet_acc,val_capsnet_loss,val_decoder_loss,val_loss
0,0.6825503330402727,0.2651732610976136,0.15852242263171495,0.32731404830545385,0.8899866486582483,0.109948526257189,0.1318137927629919,0.16161953143586463
1,0.8722360349765459,0.1152818795784049,0.12544857869886794,0.16445772127904384,0.9110814477795752,0.07894904762307538,0.11979831766103394,0.12590998641957588
2,0.8965656300635497,0.09296504865901926,0.10510541482336763,0.1341663707125066,0.921762350484112,0.06932180316171277,0.09843242729458217,0.10790731297315997
3,0.9072518319971131,0.08150944823286643,0.08888805518868838,0.11635356509805295,0.9305741022202934,0.06552348782287261,0.09136380811280338,0.10133809910637037
4,0.9177364083105249,0.07404523038595336,0.08220044992074457,0.10626780557847967,0.9276368473973547,0.0622687547981182,0.0858937187570437,0.09593909179097979
5,0.92304590449986,0.06877541311159835,0.07735147509155306,0.09909719084229582,0.936715618631391,0.05778210449998624,0.08214832085355102,0.08998424564805305
6,0.9273472693836715,0.06280005928292952,0.0739797668212187,0.09180012707402528,0.935914554248983,0.05642745843796291,0.07933068993651819,0.08752508809633344
7,0.9349418678057114,0.05852007772516873,0.07068280330421912,0.08622773572721423,0.9396528732155925,0.05502033891163776,0.07808088446570652,0.0856280446609604
8,0.9372941727030621,0.05646696598914067,0.06836414566449207,0.08326571054220344,0.9449933270745984,0.051992461587661735,0.0748236000100188,0.08132331175742066
9,0.938033471397354,0.054295968392782376,0.0662496222096855,0.08026581991823685,0.9425901198418978,0.04990490084297666,0.07236367396423432,0.0782714601710578
10,0.9411250778372325,0.05165455759000262,0.0645139419897901,0.07694402229163794,0.944726299618847,0.05026508182366795,0.07232061547733276,0.07861476178680148
11,0.9446199353892233,0.04912613886570937,0.06349435018156314,0.07401592354795626,0.9484646220073522,0.04846398859659088,0.06980866132097664,0.07582898374313665
12,0.9464345745833957,0.04765154290284607,0.06176629215498927,0.07186392867618835,0.9463284392859812,0.0476864019883809,0.06948221364470127,0.07492342824054178
13,0.9493917619495417,0.04472640887833193,0.06064713736194237,0.06850008589225404,0.946862482578955,0.04758912172213257,0.06826782117141424,0.07435010709813504
14,0.9518784861609824,0.044152583148258095,0.05979208307347877,0.0675910791229842,0.9457943975845866,0.04691474638053667,0.06707830428679254,0.07320944121348683
15,0.9547012596611406,0.04151765705562061,0.058499567968801784,0.06444948731298625,0.9508678269322628,0.04529338460340997,0.06682012061052552,0.07148687111758421
16,0.9552389295745805,0.04125576262468772,0.05770131782166972,0.06387467874797796,0.9519359169401059,0.04407007482464864,0.06561833680750372,0.06979246202791645
17,0.9586665803758485,0.03939027322545248,0.05707498944550202,0.06176366833180652,0.9503337822864466,0.044142926029751554,0.06470718679424918,0.06950814264996825
18,0.9562470644414004,0.03905492606695176,0.05640101218581704,0.06116412217173656,0.9495327179040387,0.043706054785581074,0.0645566787695057,0.06901227262055126
19,0.9594730871828888,0.03875629010104718,0.055976944469489816,0.06069925161941982,0.9487316410277332,0.04382686825277649,0.06363019680427773,0.06876990509447013
20,0.9612877265773591,0.03689643319302352,0.05493482622341192,0.05843088443228471,0.9508678271709997,0.0431839094132941,0.06324142604588825,0.06797454813532582
21,0.9607500545447677,0.03671638962822549,0.05482761004516671,0.05820881225325438,0.9516688942590925,0.04296229859299271,0.06342219256948883,0.06782379802142348
22,0.9606828453904703,0.037190801723094004,0.05487386768786319,0.05870135710914254,0.951134848021697,0.04296891384811522,0.06258631586153135,0.06750274856434327
23,0.9650514221966959,0.033886213725871785,0.053802102403838564,0.05497663718895435,0.9524699650078177,0.04196530880433854,0.06211388520946172,0.06631395173009151
24,0.9617581865753696,0.035060210062950896,0.05395682646715639,0.0562112855219426,0.9530040098923708,0.041870847215082684,0.062103801957755604,0.06621553723977627
25,0.965656297775244,0.03369031169278578,0.053631581301215724,0.05471389102756725,0.9524699634162384,0.04230133586815585,0.06176126026144333,0.06651174944535754
26,0.9642449128659023,0.03406795305275346,0.053193724474801,0.05491989246048236,0.9524699679522394,0.041924049458572164,0.06146771017118831,0.06601939126550753
27,0.9688823231606644,0.031856179799201294,0.05288387810414185,0.05258665956475175,0.9535380577213456,0.04122895203301999,0.06113752692898061,0.06519486168237808
28,0.9666644326861294,0.03260899335496471,0.052897310580589316,0.053344738587133185,0.9519359185316852,0.0419380354815634,0.06111218730542307,0.06589401212927497
29,0.9661267624522131,0.032715669857096834,0.05243900598224168,0.053271759567069095,0.951668897680988,0.04128102328036433,0.060720233841039466,0.06508335450263782
30,0.9666644326420639,0.03271417967337691,0.05248166242143313,0.05328699063690722,0.9543391252869121,0.041248084671387526,0.06073852766737919,0.0650575866845644
31,0.9683446528065692,0.031716980792442326,0.05230916964426117,0.05222217460289438,0.9519359217148439,0.04125703222681588,0.06052411282969731,0.0649824839866209
32,0.9687479086537236,0.030925767661348788,0.05184264005785812,0.05124808225678824,0.953271030743068,0.04111209454062147,0.06060792089941027,0.0648703984965947
